rank,domain,company_name,score,employees,revenue,city,state,country
5989,auris.io,"Auris Payroll Solutions, LLC",91,201-500,10-100M,Oklahoma City,OK,US
5990,wearerefyne.com,We Are Refyne Ltd,91,11-50,1-10M,New York,NY,US
5991,camlife.com,Cambridge Insurance Advisors,91,11-50,1-10M,Westport,CT,US
5992,benefitsplus.com,"Benefits Plus, Inc.",91,11-50,1-10M,Avon,CT,US
5993,cloudingest.com,Cloudingest,91,11-50,10-100M,Alpharetta,GA,US
5994,topfunneltalent.com,Top Funnel Talent,90,11-50,1-10M,,,US
5995,upraisal.net,Upraisal People Productivity Performance Pvt Ltd,90,51-200,10-100M,Sheridan,WY,US
5996,uconint.com,United Consultants,90,51-200,1-10M,Київ,ENG,UA
5997,groupninellc.com,GroupNine,90,11-50,10-100M,Farmington,MI,US
5998,skillsjump.com,Skillsjump,90,11-50,1-10M,Irvine,CA,US
5999,nielsenstaffing.com,Nielsen Associates Executive Search,90,11-50,1-10M,Islandia,NY,US
6000,expedent.com,Expedent Corp,90,11-50,10-100M,Edison,NJ,US
6001,clutchnow.com,"Clutch Staffing, LLC.",90,11-50,10-100M,Philadelphia,PA,US
6002,tech-fieldsolutions.com,Tech-Fieldsolutions,90,11-50,10-100M,Artesia,CA,US
6003,scoutdesign.agency,Scout,90,11-50,1-10M,Orange County,CA,US
6004,alnico.hu,Executive Search-Kövesdi Krisztina,90,11-50,1-10M,Budapest,,HU
6005,nexusitgroup.com,Nexus IT Group,90,51-200,10-100M,Overland Park,KS,US
6006,mongoliatalentnetwork.com,Mongolia Talent Network LLC,90,51-200,10-100M,New York City,NY,US
6007,getapextalent.com,APEX Talent Partners,90,11-50,1-10M,Rio Rico,AZ,US
6008,staffingnetwork.com,Staffing Network,90,201-500,10-100M,Oakbrook Terrace,IL,US
6009,hireup.work,HireUp,90,11-50,1-10M,Portland,OR,US
6010,konnectresources.com,Konnect Resources,90,11-50,10-100M,Brea,CA,US
6011,getjobbox.com,JobBox,90,11-50,1-10M,,,US
6012,hardestyllc.com,Hardesty LLC,90,51-200,1-10M,Irvine,CA,US
6013,workdots.com,WorkDots,90,11-50,1-10M,Miami,FL,US
6014,cermanagementgroup.com,CER MANAGEMENT GROUP LLC,90,11-50,10-100M,Athens,GA,US
6015,thehelloteam.com,The Hello Team,90,51-200,10-100M,Lakewood,NJ,US
6016,infozoneinc.com,Infozone Inc.,90,11-50,1-10M,Iselin,NJ,US
6017,zcconsultingpartners.com,ZC Consulting,90,11-50,<1M,Houston,TX,US
6018,americancontractgroup.com,"American Contract Group, Inc.",90,11-50,10-100M,Waltham,MA,US
6019,rcqassociates.com,RCQ Associates,90,11-50,1-10M,London,AR,US
6020,tcognition.com,tCognition,90,51-200,10-100M,Boston,MA,US
6021,rffactor.com,The RF Factor,90,11-50,1-10M,Fair Lawn,NJ,US
6022,structure2scale.com,Structure 2 Scale,90,11-50,10-100M,Austin,TX,US
6023,nletv.com,NLE TV,90,51-200,1-10M,Plano,TX,US
6024,royalandross.com,Royal & Ross,90,11-50,10-100M,Houston,TX,US
6025,edev.com,eDev,90,11-50,10-100M,Kirkland,WA,US
6026,curatedcrew.com,CuratedCrew,90,11-50,1-10M,Sheridan,WY,US
6027,ceastaffing.com,CEA Staffing,90,11-50,10-100M,Chicago,IL,US
6028,epicitus.com,epic IT,90,11-50,10-100M,Pickerington,OH,US
6029,includework.com,IncludeWork,90,11-50,10-100M,Albuquerque,NM,US
6030,aps-rec.com,APS Recruiting,90,11-50,10-100M,Kyiv City,,UA
6031,hikara.ai,Hikara,90,11-50,1-10M,,,US
6032,etonien.com,ETONIEN,90,11-50,10-100M,Manhattan Beach,CA,US
6033,talencia.us,Talencia LLC,90,11-50,1-10M,Tampa,FL,US
6034,proadvisor.coach,ProAdvisorCoach,90,11-50,1-10M,Saint Simons Island,GA,US
6035,polishedresumes.com,Personal Career Coaching,90,11-50,<1M,Clearwater Beach,FL,US
6036,globaledsolutions.us,GlobalEd Solutions,90,11-50,1-10M,Tucson,AZ,US
6037,zarecruiting.com,Z&A Recruiting,90,11-50,1-10M,San Antonio,TX,US
6038,skyedesk.com,SkyeDesk,90,11-50,10-100M,San Mateo,CA,US
6039,systemskills.com,UNIQUE System Skills LLC,90,51-200,10-100M,Nashua,NH,US
6040,work-ready.com,Work Ready LLC,90,11-50,1-10M,,FL,US
6041,hsgsolutionsinc.com,HSG Solutions Inc.,90,11-50,1-10M,Lancaster,TX,US
6042,sbtindustries.com,SBT Industries,90,11-50,1-10M,Phoenix,AZ,US
6043,paradigmadvancementgroup.com,Paradigm Advancement Group,90,11-50,1-10M,Brookshire,TX,US
6044,assisttree.com,Assisttree,90,11-50,10-100M,Boca Raton,FL,US
6045,cherylgarciaco.com,Cheryl Garcia & Company,90,51-200,1-10M,Houston,TX,US
6046,axiosbenefits.com,Axios Group,90,11-50,1-10M,Springfield,MO,US
6047,sustinericonsulting.com,Sustineri Consulting Group,90,11-50,1-10M,,,US
6048,thegoldmanagency.com,The Goldman Agency,90,11-50,1-10M,Burlington,VT,US
6049,kudzustaffing.com,Kudzu Staffing,90,51-200,100M-1B,Piedmont,SC,US
6050,linc-lv.org,LINC,90,11-50,1-10M,Bethlehem,PA,US
6051,ubbfy.com,Ubbfy,90,11-50,1-10M,Matching,IA,US
6052,wtalentsolutions.com,W Talent Solutions,89,11-50,1-10M,Detroit,MI,US
6053,bostonsearchgroup.com,BSG,89,51-200,10-100M,Boston,MA,US
6054,andrewscole.com,Andrews & Cole,89,11-50,1-10M,Bethesda,MD,US
6055,staffability.com,Staffability,89,11-50,1-10M,New York,NY,US
6056,soarcareers.com,SOAR Consulting,89,11-50,1-10M,Jacksonville,FL,US
6057,upscalemarketingagency.com,Upscale Marketing Agency,89,11-50,1-10M,Freedom,CA,US
6058,saas-talent.com,SaaS Talent,89,11-50,1-10M,Philadelphia,PA,US
6059,gainam.com,Gain America,89,11-50,10-100M,Hicksville,NY,US
6060,hcittalentacquisition.com,WorldBridge Partners,89,11-50,1-10M,Oak Brook,IL,US
6061,tristarrtalent.com,tri-starr talent,89,51-200,10-100M,San Antonio,TX,US
6062,catalystbpx.com,Catalyst BPX,89,11-50,10-100M,Henderson,NV,US
6063,execstaffgroup.com,Executive Staffing Group,89,11-50,1-10M,Allen,TX,US
6064,everhand.ai,Everhand,89,11-50,<1M,San Francisco,CA,US
6065,erithacuspartners.com,Erithacus Partners,89,11-50,10-100M,New York,NY,US
6066,hospitalityheadhunter.com,Hospitality Headhunter,89,11-50,1-10M,Saint Louis,MO,US
6067,innovativesolutionsng.com,Innovative Solutions,89,11-50,<1M,,,US
6068,goalloyed.com,Alloyed,89,11-50,1-10M,Los Angeles,CA,US
6069,hrconnection.net,HR Connection,89,11-50,1-10M,Minneapolis,MN,US
6070,sncompanies.com,Siter-Neubauer & Associates,89,11-50,1-10M,Arlington,TX,US
6071,rushandcompany.com,Rush & Company,89,51-200,1-10M,Louisville,CO,US
6072,equiida.com,Equiida,89,11-50,1-10M,London,AR,US
6073,rockcrest.com,ROCKCREST,89,11-50,10-100M,Boulder,CO,US
6074,aptahire.ai,Aptahire,89,11-50,1-10M,Austin,TX,US
6075,zabota.io,Zabota,89,11-50,10-100M,Sheridan,WY,US
6076,visionairepartners.com,Visionaire Partners,89,51-200,1-10M,Atlanta,GA,US
6077,teamonelogistics.com,TeamOne Logistics,89,51-200,100M-1B,Alpharetta,GA,US
6078,salesrecruitersdallas.com,"Sales Recruiters Dallas, Inc.",89,11-50,1-10M,Dallas,TX,US
6079,veteranmatch.org,VeteranMatch,89,11-50,1-10M,San Diego,CA,US
6080,sorce.jobs,Sorce,89,11-50,1-10M,San Francisco,CA,US
6081,quantumsearchpartners.com,Quantum Search Partners,89,11-50,1-10M,Reston,VA,US
6082,workerbee.ai,"Workerbee, Inc.",89,51-200,10-100M,Las Vegas,NV,US
6083,nhss.com,NHS Solutions,89,11-50,10-100M,Scottsdale,AZ,US
6084,elevatechange.com,Elevate Change,89,51-200,>1B,Sofia,22,BG
6085,payroll-solution.com,Payroll Service Solutions,89,11-50,1-10M,Southampton,PA,US
6086,uhpartners.com,UH Partners,89,11-50,10-100M,Richardson,TX,US
6087,progiletech.com,"Progile Tech, Inc.",89,11-50,10-100M,San Jose,CA,US
6088,digitaloilfieldresume.com,Digital Oilfield Resume,89,11-50,1-10M,Freeport,ME,US
6089,mindgrove.com,Mind Grove,89,11-50,1-10M,Phoenix,AZ,US
6090,intellisoftllc.com,Intellisoft Solutions LLC,89,11-50,1-10M,Durham,NC,US
6091,bergnerplusjob.net,Bergner Plus Job,89,11-50,1-10M,Atlanta,GA,US
6092,shmcareercenter.org,Society of Hospital Medicine,89,51-200,1-10M,Philadelphia,PA,US
6093,thejobholders.com,The Job Holders,89,11-50,1-10M,New York,NY,US
6094,kaizenapproach.com,"Kaizen Approach, Inc.",89,11-50,1-10M,Columbia,MD,US
6095,kennect.io,Kennect,89,51-200,10-100M,New York,NY,US
6096,biloxicareers.com,Biloxi Careers,89,11-50,1-10M,Biloxi,MS,US
6097,weareteamup.com,TeamUp,89,11-50,10-100M,Cincinnati,OH,US
6098,aurumservices.org,Leadership Training Australia,89,11-50,1-10M,Austin,TX,US
6099,corporationassociates.social,"Corporation Associates, Inc.",89,11-50,10-100M,,,US
6100,vailexa.com,Vailexa,88,11-50,10-100M,Plano,TX,US
6101,complexspot.io,Complex,88,11-50,1-10M,Durand,IL,US
6102,saxonglobal.com,Saxon Global,88,51-200,100M-1B,Irving,TX,US
6103,marcusjobs.com,Marcus & Associates,88,11-50,1-10M,New York,NY,US
6104,meetgbs.com,GBS Worldwide,88,11-50,1-10M,Ballwin,MO,US
6105,theprivateplacementgroup.com,The Private Placement Group,88,11-50,1-10M,New York,NY,US
6106,laziosearch.com,Lazio Search Group,88,11-50,1-10M,Rochester,MI,US
6107,execnow.co,Execnow,88,11-50,1-10M,,,US
6108,ctcchicago.org,Career Transitions Center,88,11-50,1-10M,Chicago,IL,US
6109,clarkecaniff.com,Clarke Caniff Strategic Search,88,11-50,1-10M,Chicago,IL,US
6110,remotejobsfinder.co,Remote Jobs Finder,88,11-50,1-10M,Bloomfield,CT,US
6111,upfindr.com,Upfindr,88,11-50,1-10M,Austin,TX,US
6112,greatdigital.pl,Great Digital,88,11-50,1-10M,,,PL
6113,hirebetterpeoplefaster.com,Hire Better People Faster,88,11-50,1-10M,,,US
6114,quantam.com,Quantam,88,51-200,10-100M,,TX,US
6115,laesa.cz,LAESA EU s.r.o.,88,11-50,1-10M,Holkovice,,CZ
6116,thethirdgroupnyc.com,The Third Group NYC,88,11-50,1-10M,Boca Raton,FL,US
6117,ppaac.com,Providence Partners,88,11-50,10-100M,Austin,TX,US
6118,recruitmently.io,Recruitmently,88,11-50,1-10M,,CA,US
6119,kajae.com,Kajae,88,51-200,10-100M,Lehigh Acres,FL,US
6120,magnifyyourtalent.com,Magnify,88,11-50,10-100M,Tempe,AZ,US
6121,destinationworkplace.eu,Destination Workplace,88,11-50,1-10M,Sofia,22,BG
6122,revupmastery.com,RevUp Mastery,88,11-50,1-10M,Birmingham,AL,US
6123,jobsatlas.com,Jobs Atlas,88,11-50,1-10M,,,US
6124,thrivingfounders.com,Thriving Founders,88,11-50,<1M,,,US
6125,thenlpgroup.net,The NLP Group,88,11-50,1-10M,Wilmette,IL,US
6126,tpatechnologies.com,TPA Technologies,88,51-200,10-100M,Rockland,MA,US
6127,intensifytech.com,Intensify Technologies Inc.,88,11-50,10-100M,Frisco,TX,US
6128,jobalertplus.com,Jobalert Plus,88,11-50,1-10M,New York,NY,US
6129,recluted.ai,Recluted,88,11-50,1-10M,,,US
6130,ibenefitcoaching.com,BeneFIT,88,11-50,<1M,,,US
6131,bodentalent.com,Boden Talent,88,11-50,1-10M,New York,NY,US
6132,zclus.com,ZEST,88,51-200,10-100M,Pleasanton,CA,US
6133,agensyscorp.com,Agensys Corporation,88,51-200,10-100M,Ashburn,VA,US
6134,appleassoc.com,Apple & Associates,88,51-200,10-100M,Warrenville,SC,US
6135,emerginghire.com,Emerging Hire,88,11-50,1-10M,Wilmington,DE,US
6136,stragistics.com,"Stragistics Technology, Inc.",88,11-50,10-100M,Columbia,MD,US
6137,hireshore.co,Hireshore,88,11-50,1-10M,Wilmington,DE,US
6138,fmcintl.com,Focus Human Resources and Management Consultancies,88,11-50,>1B,,,US
6139,usaglobalmarketing.com,USA Global Marketing,88,201-500,10-100M,New Port Richey,FL,US
6140,syngular-alliance.com,Syngular Alliance,88,11-50,<1M,,,US
6141,moderndaybrokerage.com,Modern Day Brokerage,88,11-50,1-10M,Glendale,AZ,US
6142,exterview.ai,Exterview,88,51-200,1-10M,Lewes,DE,US
6143,arvenda.com,"Arvenda Group, LLC",88,11-50,1-10M,Great Neck,NY,US
6144,bmtech-us.com,BM Tech & IT Solution,88,11-50,10-100M,Sheridan,WY,US
6145,sparkleminds.org,Sparkle Minds,88,11-50,1-10M,Allied,GUJARAT,HR
6146,quadristeam.com,Quadris Team,88,11-50,10-100M,Queen Creek,AZ,US
6147,bloomtechcareer.com,BLOOMTECH Career,88,11-50,1-10M,Spring,TX,US
6148,haywoodrecruitment.com,Haywood Recruitment Limited,88,11-50,<1M,Haywood,NC,US
6149,cog-resourcing.com,COG Resourcing Company Ltd,88,11-50,10-100M,Poland,OR,US
6150,northtexaslead.org,North Texas LEAD,88,11-50,1-10M,Fort Worth,TX,US
6151,apolisrises.com,Apolis,88,201-500,100M-1B,Scottsdale,AZ,US
6152,davidjparnell.com,David J. Parnell,88,51-200,<1M,New York,NY,US
6153,stridehrconsulting.com,Stride HR Consulting,88,11-50,1-10M,New York,NY,US
6154,advancedstaffinginc.com,"Advanced Staffing, Inc.",88,11-50,1-10M,Beaumont,TX,US
6155,vantagecareerservices.com,Vantage Executive & Career Services,87,11-50,1-10M,Bloomington,MN,US
6156,amzheave.com,AMZ Heave,87,11-50,1-10M,Sheridan,WY,US
6157,benchtalentcloud.com,Bench Talent Cloud,87,11-50,1-10M,San Diego,CA,US
6158,multifamilyscout.com,"Multifamily Leadership, LLC",87,11-50,1-10M,Scottsdale,AZ,US
6159,conqueremploymentllc.com,"Conquer Employment, LLC",87,11-50,10-100M,Ft Worth,TX,US
6160,itacsolutions.com,ITAC Solutions,87,51-200,10-100M,Birmingham,AL,US
6161,caliberhcs.com,CALIBER Human Capital Solutions,87,11-50,1-10M,Atlanta,GA,US
6162,hudsonmanpower.com,Hudson Information Technology & Manpower Services,87,11-50,10-100M,Hoboken,NJ,US
6163,hireprohealth.com,HireProHealth,87,11-50,10-100M,Huntsville,AL,US
6164,edudx.com,Educational Directions,87,11-50,1-10M,West Hollywood,CA,US
6165,paulbridges.com,Paul Bridges Group,87,11-50,1-10M,Sugar Land,TX,US
6166,hireyourhero.co,Hire Your Hero,87,11-50,1-10M,,,US
6167,remotya.com,Remotya,87,11-50,1-10M,Damascus,01,RS
6168,mypeople001.com,HR.com,87,51-200,1-10M,San Francisco,CA,US
6169,think-again.eu,Think Again Ltd.,87,11-50,1-10M,Los Angeles,CA,US
6170,lakesidehrgroup.com,Lakeside HR Group,87,11-50,1-10M,Bloomington,MN,US
6171,hiperpool.com,Hiperpool,87,11-50,1-10M,Boston,MA,US
6172,digitalmarketingrecruiters.com,Digital Marketing Recruiters,87,51-200,10-100M,Denver,CO,US
6173,bct-corp.com,BCT IT Solutions & Staffing,87,11-50,10-100M,Addison,TX,US
6174,solomonsearch.com,Solomon Search Group,87,11-50,1-10M,Fort Lauderdale,FL,US
6175,jbstinc.com,JBS Technologies,87,11-50,10-100M,Wilmington,DE,US
6176,executiverecruiter.com,"The Executive Recruiter Group, Inc.",87,11-50,1-10M,Omaha,NE,US
6177,chaniatalents.com,Chania Talents,87,11-50,1-10M,Saint Petersburg,FL,US
6178,gomu.ai,gomu.ai,87,11-50,1-10M,,,US
6179,tapx.us,TapX,87,11-50,1-10M,,,US
6180,nirodigital.com,Niro Digital,87,11-50,1-10M,Mursko Sredisce,20,HR
6181,getmara.ai,Mara,87,11-50,1-10M,,,US
6182,plentysearch.com,Plenty Search,87,11-50,1-10M,New York,NY,US
6183,spencerreedgroup.com,"Spencer Reed Group, LLC",87,11-50,10-100M,Overland Park,KS,US
6184,hellohiretalentsolutions.com,Hello Hire Talent Solutions,87,11-50,1-10M,West Chester,OH,US
6185,nexdew.com,Nexdew Technologies,87,11-50,10-100M,New York,NY,US
6186,moraleshr.com,MoralesHR,87,11-50,1-10M,Elizabeth,NJ,US
6187,wizdomit.com,wizdomIT Inc.,87,11-50,10-100M,New York,NY,US
6188,maxins.com,MAXIN'S Group,87,11-50,100M-1B,Bratislava-Devínska Nová Ves,BL,SK
6189,coderslab.dev,CodersLab,87,51-200,10-100M,Miami,FL,US
6190,bilingualcrossing.com,BilingualCrossing,87,11-50,10-100M,Plantation,FL,US
6191,vinncorp.com,VinnCorp,87,51-200,10-100M,Elk Grove,CA,US
6192,peca1.com,"PE Consulting Associates, Inc.",87,11-50,1-10M,Grass Valley,CA,US
6193,mri-boston.com,MRI The Boston Group,87,51-200,10-100M,Boston,MA,US
6194,expertshub.ai,expertshub.ai,87,11-50,1-10M,New York,NY,US
6195,vpcircle.com,VP Circle,87,11-50,1-10M,Los Angeles,CA,US
6196,ab7solutions.com,AB7 Solutions,87,11-50,10-100M,Marlton,NJ,US
6197,absoleads.com,Absoleads,87,11-50,10-100M,Newark,DE,US
6198,kenningassociates.com,Kenning Associates,87,11-50,1-10M,Atlanta,GA,US
6199,oursuccessuniverse.com,Our Success Universe,87,11-50,1-10M,Tallahassee,FL,US
6200,healthfairsdirect.com,Health Fairs Direct,87,11-50,1-10M,Hillsborough,NJ,US
6201,vo-iit.com,Volitiion IIT Inc,87,11-50,10-100M,Leesburg,VA,US
6202,fortsmithcareers.com,Fort Smith Careers,87,11-50,1-10M,Fort Smith,AR,US
6203,patterns247.com,"Patterns, Inc.",87,51-200,10-100M,Claymont,DE,US
6204,smithadvisorygrp.com,Smith Advisory Group,86,11-50,<1M,,,US
6205,180one.com,180one,86,11-50,1-10M,Lake Oswego,OR,US
6206,jacksonlombard.com,Jackson Lombard,86,11-50,1-10M,Austin,TX,US
6207,recruiteraccelerator.com,Recruiter Accelerator,86,11-50,1-10M,Austin,TX,US
6208,airecruitor.com,airecruitor,86,11-50,1-10M,San Francisco,CA,US
6209,cloud-talent.com,Cloud Talent Services by Prosight LLC,86,11-50,1-10M,Englewood,FL,US
6210,summit-staffing.com,Summit Staffing Partners,86,51-200,10-100M,New York,NY,US
6211,essentials.sk,"Business Essentials, s.r.o.",86,11-50,1-10M,,,SK
6212,jobsify.ai,JobsifyAI,86,11-50,1-10M,,,US
6213,aikonpartners.com,AIKON PARTNERS,86,11-50,1-10M,,ID,US
6214,orionsolutionsgroup.com,Orion Solutions Group,86,11-50,10-100M,Brea,CA,US
6215,phenomenalhr.com,Phenomenal HR Private Limited,86,11-50,1-10M,,IN,US
6216,corporateconsulting.com,Corporate Consulting,86,11-50,1-10M,Charlottesville,VA,US
6217,tech-hunt.org,TechHunt,86,11-50,1-10M,,,UA
6218,qosnow.com,Qosnow,86,11-50,10-100M,Grand Rapids,MI,US
6219,sourcemantra.com,Source Mantra,86,51-200,10-100M,South Plainfield,NJ,US
6220,noxx.ai,Noxx,86,11-50,1-10M,San Francisco,CA,US
6221,wecollabify.com,WeCollabify,86,11-50,10-100M,Austin,TX,US
6222,diversityinhighereducation.com,Diversity in Higher Education,86,11-50,1-10M,Anaheim,CA,US
6223,goldstonepartners.com,Goldstone Partners,86,11-50,1-10M,Avondale Estates,GA,US
6224,printlink.com,PrintLink,86,51-200,1-10M,Buffalo,NY,US
6225,skillmint.net,SkillMint,86,11-50,1-10M,Human,71,UA
6226,vivianttechnologies.com,Viviant Technologies,86,11-50,1-10M,Austin,TX,US
6227,techne-talent.com,Techne,86,11-50,1-10M,,CA,US
6228,allvirtualstaffing.com,All Virtual Staffing,86,11-50,10-100M,Huntington Beach,CA,US
6229,pnprecruiting.com,People and Places,86,11-50,1-10M,,,BG
6230,offsiteoffice.com,Offsite Office,86,11-50,10-100M,El Segundo,CA,US
6231,wissenpro.com,WissenPro,86,51-200,10-100M,Newark,DE,US
6232,streetconsultinggrp.com,Street Consulting Group,86,11-50,1-10M,Santa Clarita,CA,US
6233,higheredjobs.com,HigherEdJobs,86,201-500,1-10M,Chicago,IL,US
6234,solutionit.com,Solution IT,86,51-200,10-100M,Wilmington,MA,US
6235,trikaya.io,Trikaya,86,11-50,1-10M,New York,NY,US
6236,carlsongroupllc.com,Carlson Group,86,11-50,1-10M,Waukee,IA,US
6237,hrnotegroup.com,HR Note Group,86,11-50,1-10M,New York,NY,US
6238,hrsolidfoundation.com,HR Solid Foundation,86,11-50,<1M,,TX,US
6239,protechnologypartners.com,Professional Technology Partners,86,11-50,10-100M,,NV,US
6240,talentbet.com,TalentBet,86,11-50,1-10M,,MT,US
6241,hastyhire.io,HastyHire,86,11-50,1-10M,San Francisco,CA,US
6242,ramyoz.com,Ramyoz,86,11-50,1-10M,Chicago,IL,US
6243,cuee.ai,Cuee,86,11-50,1-10M,San Francisco,CA,US
6244,synergysearch.com,Synergy Search,86,11-50,1-10M,Nashville,TN,US
6245,nnitsoft.com,NNIT Soft Tech,86,11-50,10-100M,San,CA,US
6246,mercury360.ai,Mercury 360,86,11-50,1-10M,Flower Mound,TX,US
6247,experis.co,Experis Colombia,86,51-200,>1B,Bogotá,CO,US
6248,mdl-partners.com,MDL Partners,86,11-50,1-10M,Farmington,CT,US
6249,itrun.dev,IT Run,86,11-50,10-100M,,,US
6250,thuro.ai,Thuro,86,51-200,10-100M,Westlake,OH,US
6251,ilogtek.com,ILOGI,86,11-50,10-100M,Falls Church,VA,US
6252,nexaworks.com,NexaWorks,86,11-50,10-100M,Dallas,TX,US
6253,silverbrookcenter.com,Silver Brook Learning Center,86,11-50,10-100M,New York,NY,US
6254,hivero.com,Hivero,86,11-50,10-100M,Las Vegas,NV,US
6255,blacktreetech.com,BlackTree Technical Group,86,11-50,1-10M,Woburn,MA,US
6256,aquainsys.com,Aqua Information Systems Inc,86,51-200,10-100M,Exton,PA,US
6257,synergytechs.net,Synergy Technologies,86,51-200,10-100M,Coral Springs,FL,US
6258,brentwoodadvisory.com,Brentwood Advisory Group,86,11-50,1-10M,Palatine,IL,US
6259,resourcealignmentsolutions.com,Resource Alignment Solutions,86,11-50,1-10M,,,US
6260,vsksys.com,VSK Systems,86,11-50,10-100M,Spotswood,NJ,US
6261,helloflutter.com,Flutter Inc.,86,11-50,1-10M,Nashville,TN,US
6262,thistimecoaching.com,This Time Coaching,86,11-50,<1M,,,US
6263,globalremotehub.com,Global Remote Hub,86,11-50,1-10M,El Segundo,CA,US
6264,techscout.me,TechScout,86,11-50,1-10M,Ljubljana,,SI
6265,braingrenadeagency.com,Brain Grenade Agency,86,11-50,1-10M,,GA,US
6266,aurajobs.ai,AlpacaJobs,86,11-50,1-10M,Mountain View,CA,US
6267,amsimpact.com,AMS Impact,86,11-50,10-100M,Tempe,AZ,US
6268,yournextgigllc.com,"Your Next Gig, LLC",86,11-50,<1M,Circleville,OH,US
6269,interimpublicmanagement.com,Interim Public Management,86,11-50,10-100M,Southern Shores,NC,US
6270,cpr-svcs.com,Chester Professional Recruiting Services,86,11-50,<1M,Millis,MA,US
6271,appliedrg.com,Applied Resource Group,85,11-50,1-10M,Alpharetta,GA,US
6272,visionsparksearch.com,VisionSpark,85,11-50,1-10M,Worthington,OH,US
6273,intelikore.com,Intelikore Corporation,85,11-50,10-100M,San Ramon,CA,US
6274,landrumtalentsolutions.com,Landrum Talent Solutions,85,51-200,10-100M,Pensacola,FL,US
6275,getfrankly.co,GetFrankly,85,11-50,1-10M,Cluj-Napoca,CJ,RO
6276,people-solutions.com,People Solutions,85,11-50,1-10M,San Jose,CA,US
6277,onehire.net,OneHire,85,11-50,1-10M,Metro Detroit,MI,US
6278,althire.ai,AltHire,85,11-50,1-10M,Spokane,WA,US
6279,vylabs.ai,Vy Labs,85,11-50,1-10M,Cupertino,CA,US
6280,scionstaffingportland.com,Scion Staffing,85,11-50,10-100M,Portland,OR,US
6281,yourhandoff.com,Handoff,85,11-50,1-10M,Orinda,CA,US
6282,talentmatrix.ai,Talent Matrix,85,11-50,1-10M,Novi,MI,US
6283,careerstartusa.com,Career Start,85,51-200,10-100M,Rochester,NY,US
6284,getrecruitingleads.com,Recruiting Leads,85,11-50,1-10M,San Francisco,CA,US
6285,crosssource.eu,Cross Source,85,11-50,1-10M,Sofia,22,BG
6286,servstaffing.com,Serv Staffing Inc,85,11-50,10-100M,Hicksville,NY,US
6287,greenstreettechnology.com,Green Street Technology,85,11-50,1-10M,New York City,NY,US
6288,synapsehire.com,Synapse,85,51-200,1-10M,,,US
6289,geniusmatch.com,Genius Match,85,11-50,10-100M,Match,MD,US
6290,engropartners.com,Engro,85,11-50,1-10M,Turner,ME,US
6291,talentpulse360.com,Talent Pulse 360,85,11-50,1-10M,Boston,MA,US
6292,ehsrecruitingcompany.com,EHS Recruiting Company,85,51-200,10-100M,Sarasota,FL,US
